XYZ (105953 points)
119.175 25.080 10.995
119.167 25.076 9.855
119.159 25.073 8.513
119.151 25.070 5.719
119.142 25.069 6.608
119.134 25.068 13.031
119.125 25.068 7.670
119.117 25.068 8.770
119.109 25.068 8.760
119.100 25.068 3.834
119.092 25.069 2.315
119.087 25.063 3.224
119.081 25.056 4.300
119.083 25.048 4.427
119.075 25.049 6.771
119.069 25.042 7.991
119.063 25.036 11.128
119.057 25.032 18.236
119.051 25.027 26.551
119.044 25.021 18.737
119.037 25.016 10.190
119.029 25.012 8.408
119.023 25.015 7.499
119.016 25.012 6.915
119.014 25.005 7.525
119.006 25.004 5.022
119.004 24.997 5.491
119.002 24.990 5.968
118.995 24.988 6.699
118.997 24.981 6.177
119.000 24.975 5.437
119.003 24.970 3.969
119.006 24.964 2.167
119.007 24.958 15.300
119.003 24.955 20.782
119.001 24.952 16.552
118.997 24.951 9.705
118.991 24.951 7.933
118.984 24.952 6.854
118.977 24.954 2.911
118.971 24.950 1.638
118.966 24.944 1.494
118.960 24.938 2.927
118.952 24.933 4.364
118.952 24.925 4.875
118.946 24.919 5.253
118.947 24.911 5.131
118.948 24.903 2.737
118.949 24.896 0.644
118.733 24.846 2.363
118.731 24.852 5.972
118.725 24.846 2.696
118.723 24.839 15.081
118.722 24.833 19.908
118.716 24.829 22.496
118.709 24.824 20.229
118.704 24.817 14.281
118.701 24.811 10.206
118.704 24.806 1.272
118.703 24.800 3.054
118.476 24.627 2.830
118.468 24.629 3.167
118.460 24.625 2.685
118.450 24.624 3.714
118.445 24.619 3.500
118.438 24.618 7.248
118.430 24.617 5.390
118.426 24.610 5.742
118.421 24.604 3.354
118.417 24.598 18.196
118.411 24.594 26.837
118.404 24.589 30.558
118.400 24.580 32.421
118.397 24.571 29.133
118.394 24.563 20.197
118.393 24.556 11.955
118.392 24.549 5.809
118.391 24.541 8.874
118.389 24.533 9.184
118.390 24.525 9.235
118.393 24.520 8.155
118.395 24.515 7.164
118.397 24.511 6.568
118.305 24.471 4.650
118.304 24.471 4.931
118.296 24.483 6.554
118.300 24.481 9.599
118.295 24.488 1.051
118.290 24.490 1.761
118.287 24.495 4.265
118.280 24.494 4.005
118.273 24.495 4.455
118.267 24.495 5.360
118.258 24.494 6.578
118.249 24.492 4.344
118.242 24.497 5.195
118.236 24.496 6.398
118.229 24.494 9.336
118.223 24.497 10.056
118.216 24.500 9.185
118.210 24.497 4.409
118.203 24.493 1.874
118.196 24.489 8.963
118.188 24.485 12.941
118.081 24.442 9.253
118.074 24.438 5.244
118.067 24.434 8.536
118.066 24.427 14.997
118.064 24.421 13.428
118.062 24.416 8.955
118.057 24.413 4.700
118.052 24.410 8.007
118.052 24.402 38.669
118.050 24.396 99.007
118.045 24.369 18.506
118.040 24.362 47.967
118.035 24.356 24.225
118.038 24.351 7.129
118.039 24.347 1.411
118.037 24.341 2.117
117.969 24.185 1.926
117.969 24.186 1.775
117.969 24.187 1.626
117.969 24.188 1.480
117.967 24.188 1.661
117.966 24.189 1.843
117.965 24.189 2.069
117.963 24.190 2.239
117.961 24.191 2.091
117.958 24.192 2.048
117.956 24.192 3.038
117.954 24.192 5.313
117.952 24.190 7.917
117.950 24.189 6.268
117.947 24.188 3.057
117.945 24.188 1.499
117.942 24.187 1.613
117.940 24.186 1.790
117.940 24.184 2.520
117.938 24.182 3.057
117.937 24.180 3.354
117.935 24.178 3.221
117.934 24.177 2.835
117.933 24.176 2.502
117.932 24.174 2.629
117.932 24.173 2.910
117.931 24.172 2.975
117.932 24.171 3.236
117.932 24.169 3.505
117.933 24.168 3.785
117.933 24.167 4.090
117.932 24.166 4.390
117.932 24.165 4.698
117.933 24.163 5.008
117.755 23.958 2.659
117.753 23.960 4.376
117.755 23.962 4.510
117.754 23.965 7.589
117.753 23.967 11.000
117.752 23.970 15.078
117.750 23.973 17.575
117.749 23.975 19.586
117.747 23.978 21.708
117.746 23.982 24.114
117.743 23.983 22.609
117.739 23.983 22.207
117.737 23.986 21.353
117.734 23.987 21.438
117.731 23.989 21.126
117.728 23.990 20.668
117.725 23.991 20.888
117.721 23.992 22.151
117.718 23.994 20.489
117.714 23.995 18.385
117.711 23.993 16.480
117.707 23.992 17.314
117.703 23.991 25.049
117.700 23.988 28.668
117.696 23.988 30.189
117.696 23.984 24.722
117.693 23.982 12.956
117.690 23.978 5.601
117.554 23.903 6.021
117.550 23.905 6.193
117.545 23.907 7.469
117.541 23.908 7.253
117.536 23.910 9.571
117.531 23.911 8.607
117.527 23.912 6.213
117.524 23.908 20.147
117.519 23.909 21.283
117.513 23.910 17.421
117.508 23.911 14.115
117.503 23.912 9.684
117.498 23.913 4.344
117.495 23.909 14.215
117.489 23.910 8.428
117.486 23.906 10.220
117.481 23.906 20.214
117.477 23.904 31.762
117.472 23.901 39.188
117.470 23.896 45.325
121.254 28.275 2.284
121.245 28.278 1.460
121.237 28.279 2.865
121.228 28.280 10.023
121.223 28.274 29.929
121.216 28.271 32.799
121.209 28.264 21.023
121.201 28.257 9.781
121.192 28.252 5.718
121.184 28.248 5.330
121.177 28.243 6.003
121.175 28.232 20.792
121.178 28.224 29.915
121.180 28.215 26.967
121.174 28.208 11.018
121.177 28.198 10.983
121.181 28.190 8.612
121.183 28.178 6.045
121.184 28.165 8.473
121.124 28.151 7.893
121.116 28.146 14.539
121.108 28.146 20.153
121.140 28.148 6.962
121.134 28.155 13.115
121.147 28.141 33.951
121.097 28.143 8.355
121.088 28.138 10.390
121.080 28.134 18.547
121.073 28.130 23.073
121.066 28.126 29.381
121.058 28.122 33.735
121.051 28.118 40.342
121.051 28.110 29.866
121.051 28.101 20.226
121.044 28.096 25.692
121.041 28.089 22.587
121.032 28.086 31.853
121.030 28.078 30.107
121.022 28.074 37.868
121.021 28.067 38.251
121.019 28.059 37.619
121.012 28.055 20.983
121.004 28.051 3.057
120.997 28.048 10.576
120.995 28.042 11.343
120.989 28.042 34.645
120.987 28.035 26.061
120.985 28.029 2.988
120.982 28.023 2.103
120.980 28.017 2.094
120.977 28.011 2.057
120.974 28.006 2.048
120.970 28.000 2.124
120.966 27.995 1.972
120.962 27.990 13.589
120.957 27.987 22.866
120.951 27.984 27.869
120.945 27.983 18.255
120.938 27.982 12.047
120.932 27.983 4.010
120.928 27.978 5.696
120.923 27.973 2.103
120.918 27.968 1.532
120.912 27.963 1.759
120.906 27.958 1.904
120.906 27.952 2.116
120.906 27.945 2.142
120.907 27.940 2.351
120.907 27.935 1.391
120.907 27.929 1.297
120.903 27.925 2.242
120.903 27.918 2.485
120.898 27.913 5.555
120.897 27.906 11.653
120.896 27.899 17.998
120.895 27.893 25.388
120.893 27.886 32.813
120.891 27.880 38.216
120.888 27.874 42.339
120.893 27.871 36.418
120.890 27.865 39.589
120.887 27.859 41.675
120.883 27.853 43.782
120.879 27.847 45.278
120.875 27.842 45.489
120.870 27.837 46.209
120.873 27.832 37.860
120.868 27.827 37.526
120.863 27.823 37.255
120.858 27.818 37.708
120.858 27.811 30.879
120.853 27.807 32.294
120.851 27.798 25.026
120.845 27.793 25.741
120.840 27.789 25.188
120.835 27.784 23.677
120.831 27.780 23.224
120.826 27.775 23.697
120.821 27.769 24.012
120.817 27.764 24.944
120.813 27.759 25.591
120.809 27.753 25.308
120.805 27.747 25.025
120.801 27.742 24.856
120.798 27.736 24.110
120.794 27.730 23.656
120.790 27.725 22.906
120.786 27.719 21.538
120.782 27.714 20.625
120.778 27.709 18.662
120.773 27.704 16.576
120.768 27.699 11.804
120.763 27.695 11.008
120.758 27.691 9.035
120.752 27.687 7.109
120.747 27.684 6.302
120.741 27.682 5.396
120.735 27.679 3.678
120.729 27.678 2.587
120.723 27.676 1.356
120.718 27.674 2.429
120.717 27.668 3.751
120.717 27.662 8.236
120.716 27.656 13.168
120.716 27.650 17.382
120.715 27.644 21.480
120.714 27.638 26.297
120.713 27.632 28.674
120.711 27.626 29.522
120.709 27.620 29.569
120.707 27.614 29.723
120.704 27.608 29.886
120.701 27.603 30.539
120.698 27.598 31.640
120.694 27.593 33.542
120.690 27.589 36.812
120.692 27.583 31.333
120.688 27.579 35.290
120.689 27.573 29.273
120.691 27.568 22.125
120.692 27.562 15.390
120.690 27.557 12.590
120.692 27.552 7.217
120.694 27.546 2.759
120.693 27.541 2.719
120.692 27.535 0.675
120.691 27.530 0.705
120.690 27.525 0.961
120.694 27.521 1.578
120.692 27.516 1.489
120.691 27.511 1.442
120.695 27.507 1.865
120.693 27.501 2.055
120.696 27.497 2.850
120.698 27.492 2.768
120.701 27.487 2.663
120.702 27.481 3.354
120.698 27.477 4.776
120.698 27.472 6.077
120.698 27.467 6.111
120.697 27.462 4.782
120.696 27.458 5.095
120.694 27.453 5.085
120.693 27.449 4.545
120.690 27.445 3.892
120.688 27.441 3.497
120.685 27.437 3.067
120.682 27.433 2.877
120.679 27.430 2.998
120.676 27.426 2.809
120.674 27.422 2.666
120.672 27.418 2.693
120.671 27.414 2.922
120.671 27.409 3.000
120.670 27.405 3.000
120.670 27.401 3.364
120.670 27.397 3.864
120.670 27.392 4.153
120.669 27.388 4.457
120.666 27.387 4.511
120.665 27.383 5.407
120.664 27.379 6.949
120.662 27.375 6.434
120.660 27.371 4.612
120.657 27.367 3.155
120.654 27.363 3.452
120.651 27.360 8.393
120.647 27.358 9.890
120.643 27.356 9.063
120.639 27.354 6.748
120.635 27.353 6.951
120.630 27.353 7.249
120.626 27.353 6.274
120.621 27.353 5.282
120.617 27.354 5.040
120.613 27.355 5.925
120.610 27.353 4.318
120.607 27.350 3.851
120.605 27.346 3.569
120.602 27.343 3.774
120.599 27.340 4.122
120.596 27.337 4.483
120.594 27.333 5.867
120.596 27.328 4.202
120.593 27.326 4.331
120.589 27.323 4.824
120.586 27.319 4.919
120.587 27.314 4.557
120.583 27.310 4.376
120.583 27.305 4.688
120.579 27.303 4.598
120.579 27.298 5.012
120.578 27.294 5.032
120.576 27.289 4.841
120.575 27.284 5.000
120.570 27.285 4.978
120.568 27.281 5.164
120.566 27.277 6.263
120.564 27.272 5.097
120.560 27.267 4.701
120.557 27.261 4.740
120.553 27.259 4.804
120.554 27.253 7.919
120.555 27.247 21.849
120.556 27.240 14.304
120.556 27.233 7.095
120.555 27.226 7.066
120.554 27.219 6.401
120.552 27.212 6.108
120.550 27.205 5.929
120.546 27.198 5.981
120.543 27.191 6.000
120.539 27.185 6.363
120.534 27.178 13.078
120.529 27.173 45.752
120.524 27.167 63.796
120.518 27.162 60.576
120.510 27.159 20.128
120.503 27.156 2.106
120.496 27.154 4.900
120.488 27.153 5.161
120.481 27.153 22.013
120.474 27.154 41.010
120.467 27.156 33.996
120.462 27.151 13.209
120.455 27.154 3.655
120.450 27.148 21.625
120.443 27.144 17.432
120.441 27.138 10.261
120.438 27.132 8.319
120.435 27.126 8.269
120.430 27.122 10.802
120.424 27.119 11.746
120.418 27.117 14.581
120.415 27.112 11.352
120.412 27.106 62.927
120.409 27.100 15.000
120.405 27.094 10.406
120.408 27.088 18.993
120.404 27.082 23.723
120.399 27.076 23.891
120.394 27.071 19.343
120.388 27.066 14.360
120.382 27.062 10.273
120.375 27.058 9.375
120.368 27.056 9.119
120.366 27.048 8.488
120.358 27.047 7.150
120.354 27.040 6.522
120.351 27.033 6.088
120.345 27.026 6.718
120.337 27.026 6.497
120.331 27.021 6.227
120.331 27.014 6.413
120.331 27.006 6.712
120.323 26.999 6.890
120.321 26.990 7.340
120.319 26.982 8.226
120.316 26.974 8.409
120.313 26.966 7.452
120.317 26.959 14.113
120.312 26.951 7.750
120.317 26.945 21.056
120.313 26.937 31.166
120.310 26.928 39.592
120.309 26.919 9.468
120.306 26.911 9.792
120.303 26.902 10.052
120.299 26.894 10.670
120.294 26.886 11.000
120.289 26.879 11.000
120.283 26.872 11.000
120.276 26.866 11.635
120.269 26.860 11.458
120.261 26.854 11.000
120.257 26.844 11.000
120.249 26.840 10.838
120.246 26.831 11.000
120.242 26.821 11.000
120.237 26.812 11.005
120.241 26.805 11.560
120.233 26.804 11.121
120.227 26.800 11.000
120.231 26.791 11.099
120.226 26.782 11.000
120.221 26.774 11.000
120.224 26.765 11.295
120.227 26.757 11.751
120.230 26.748 12.073
120.232 26.738 12.192
120.233 26.727 12.208
120.233 26.718 12.619
120.233 26.708 13.000
120.232 26.699 13.000
120.230 26.690 13.000
120.227 26.681 13.175
120.223 26.672 13.554
120.220 26.663 13.895
120.217 26.654 14.013
120.216 26.645 14.876
120.214 26.635 14.949
120.212 26.626 15.000
120.210 26.617 15.000
120.207 26.607 14.931
120.203 26.598 14.182
120.199 26.590 14.127
120.194 26.582 13.912
120.188 26.574 14.044
120.181 26.566 14.087
120.174 26.560 14.584
120.167 26.554 18.857
120.159 26.548 31.376
120.160 26.539 19.177
120.159 26.529 21.971
120.150 26.525 15.171
120.141 26.522 25.361
120.132 26.519 24.782
120.129 26.509 23.471
120.127 26.500 17.251
120.122 26.490 15.162
120.117 26.480 20.547
120.108 26.478 19.360
120.103 26.467 21.387
120.098 26.456 23.107
120.090 26.454 23.555
120.082 26.448 25.021
120.080 26.439 27.133
120.085 26.431 26.693
120.079 26.424 25.536
120.084 26.415 25.355
120.078 26.406 26.114
120.082 26.396 27.000
120.085 26.386 26.919
120.087 26.376 27.000
120.080 26.368 26.617
120.081 26.357 25.344
120.081 26.347 24.502
120.081 26.336 24.000
120.080 26.325 24.556
120.077 26.313 25.000
120.075 26.303 25.597
120.071 26.292 26.424
120.067 26.282 27.467
120.063 26.273 29.170
120.057 26.263 32.459
120.051 26.254 35.584
120.045 26.245 39.728
120.038 26.237 37.046
120.031 26.229 28.025
120.023 26.222 21.815
120.015 26.215 13.203
120.006 26.208 7.070
119.997 26.202 17.465
119.988 26.197 17.184
119.989 26.187 15.494
119.980 26.182 26.109
119.980 26.172 35.272
119.978 26.161 18.168
119.968 26.157 22.882
119.964 26.146 12.375
119.961 26.134 10.534
119.949 26.132 16.188
119.943 26.121 20.971
119.940 26.111 23.338
119.930 26.109 23.924
119.925 26.099 21.649
119.923 26.089 19.528
119.916 26.083 19.028
119.909 26.076 18.515
119.914 26.066 20.305
119.907 26.055 21.123
119.911 26.045 22.084
119.914 26.034 22.747
119.916 26.023 22.880
119.918 26.012 23.621
119.919 26.000 24.371
119.920 25.988 22.590
119.919 25.975 10.168
119.920 25.965 8.438
119.917 25.955 12.139
119.916 25.944 13.290
119.913 25.932 14.854
119.911 25.921 16.736
119.907 25.911 16.937
119.904 25.900 17.782
119.900 25.889 18.583
119.895 25.879 21.707
119.890 25.869 21.260
119.885 25.859 22.276
119.879 25.850 23.768
119.884 25.840 25.487
119.892 25.834 26.351
119.898 25.827 26.753
119.898 25.817 27.117
119.897 25.806 28.622
119.905 25.799 29.857
119.904 25.787 30.004
119.912 25.780 30.268
119.908 25.769 29.515
119.909 25.757 29.614
119.909 25.744 29.503
119.909 25.732 28.842
119.908 25.721 29.602
119.904 25.712 30.269
119.912 25.706 30.928
119.908 25.697 29.941
119.915 25.690 30.066
119.914 25.678 29.116
119.920 25.671 29.681
119.919 25.660 29.977
119.917 25.651 29.441
119.916 25.641 30.491
119.916 25.632 32.738
119.915 25.622 36.633
119.914 25.614 36.716
119.911 25.606 29.004
119.916 25.600 34.019
119.921 25.592 41.724
119.925 25.585 40.411
119.928 25.576 38.777
119.930 25.568 36.537
119.930 25.559 34.690
119.930 25.551 33.225
119.929 25.541 32.466
119.925 25.532 31.437
119.921 25.525 30.521
119.917 25.518 29.573
119.912 25.512 29.327
119.906 25.508 28.430
119.906 25.501 29.503
119.901 25.496 29.039
119.903 25.489 31.634
119.905 25.482 33.586
119.905 25.474 35.426
119.905 25.466 36.971
119.903 25.458 37.883
119.901 25.450 38.518
119.897 25.442 34.793
119.892 25.435 29.808
119.886 25.428 31.083
119.879 25.422 34.099
119.872 25.418 32.815
119.865 25.414 30.961
119.858 25.410 29.217
119.850 25.407 27.101
119.848 25.398 28.272
119.846 25.389 29.767
119.839 25.386 28.999
119.833 25.380 27.698
119.837 25.373 29.293
119.833 25.366 28.117
119.828 25.358 28.647
119.833 25.353 30.277
119.838 25.346 31.093
119.832 25.339 29.753
119.826 25.332 27.730
119.819 25.328 23.794
119.811 25.322 18.370
119.803 25.317 16.990
119.794 25.313 15.711
119.785 25.310 13.322
119.776 25.308 11.045
119.767 25.306 7.071
119.756 25.305 7.362
119.746 25.306 21.541
119.736 25.307 27.430
119.727 25.309 23.886
119.718 25.304 21.968
119.712 25.297 13.858
119.706 25.289 7.176
119.702 25.282 14.325
119.695 25.276 8.785
119.688 25.270 16.143
119.681 25.264 22.575
119.672 25.259 24.873
119.664 25.255 8.023
119.655 25.252 25.576
119.645 25.249 18.508
119.636 25.247 13.567
119.626 25.246 7.449
119.617 25.246 1.896
119.607 25.247 3.847
119.596 25.248 1.619
119.586 25.251 3.357
119.577 25.254 4.436
119.569 25.258 2.748
119.560 25.263 3.971
119.553 25.268 6.133
119.545 25.273 7.142
119.538 25.277 6.602
119.530 25.277 5.771
119.521 25.277 18.819
119.512 25.277 9.031
119.507 25.270 6.132
119.498 25.264 5.312
119.490 25.258 3.179
119.482 25.256 2.133
119.474 25.250 20.606
119.466 25.247 14.003
119.458 25.245 9.828
119.450 25.244 5.986
119.442 25.242 9.513
119.440 25.232 4.698
119.437 25.224 6.772
119.433 25.215 15.159
119.429 25.206 15.128
119.420 25.207 23.991
119.411 25.208 27.126
119.406 25.201 23.894
119.400 25.194 18.175
119.393 25.188 10.557
119.385 25.182 7.597
119.377 25.178 8.586
119.369 25.173 9.000
119.363 25.169 9.200
119.360 25.160 9.761
119.354 25.152 9.251
119.349 25.144 6.427
119.343 25.136 5.766
119.336 25.130 8.382
119.329 25.124 11.405
119.321 25.119 12.900
119.313 25.114 13.735
119.304 25.111 14.290
119.295 25.108 14.580
119.286 25.106 14.499
119.277 25.104 14.039
119.268 25.104 12.975
119.258 25.104 11.794
119.249 25.105 11.768
119.240 25.106 11.829
119.232 25.108 11.339
119.223 25.109 10.693
119.214 25.110 10.346
119.207 25.110 10.607
119.200 25.104 11.971
119.191 25.103 13.124
119.185 25.097 13.636
119.178 25.090 12.945
119.170 25.086 11.365
119.162 25.082 9.714
119.154 25.079 8.755
119.146 25.077 5.545
119.138 25.076 5.055
119.130 25.075 9.811
119.121 25.075 9.576
119.113 25.075 13.034
119.105 25.075 10.485
119.097 25.075 1.517
119.089 25.076 3.705
119.084 25.070 5.479
119.079 25.064 6.817
119.073 25.057 7.009
119.067 25.050 8.939
119.061 25.044 13.498
119.055 25.040 19.741
119.050 25.035 28.734
119.044 25.029 29.370
119.037 25.024 15.765
119.030 25.020 8.648
119.024 25.022 7.142
119.018 25.019 6.914
119.011 25.018 5.935
119.009 25.011 5.459
119.001 25.010 12.297
118.998 25.003 10.403
118.996 24.995 3.892
118.989 24.994 3.094
118.989 24.987 4.019
118.990 24.981 3.784
118.993 24.975 3.522
118.997 24.969 3.501
119.001 24.963 4.073
119.003 24.959 10.640
118.970 24.957 1.570
118.963 24.952 2.762
118.958 24.946 2.035
118.954 24.941 2.688
118.947 24.940 2.946
118.944 24.934 3.697
118.945 24.928 4.647
118.940 24.923 5.090
118.939 24.915 5.299
118.941 24.906 2.710
118.942 24.898 2.516
118.724 24.852 4.886
118.718 24.848 4.993
118.717 24.842 10.318
118.715 24.836 19.595
118.708 24.831 22.737
118.702 24.824 24.577
118.697 24.817 23.809
118.694 24.811 18.337
118.697 24.805 9.454
118.696 24.799 6.036
118.461 24.631 1.413
118.453 24.630 3.342
118.444 24.630 7.454
118.441 24.625 10.827
118.433 24.624 11.669
118.425 24.621 18.643
118.422 24.615 13.963
118.418 24.609 8.711
118.412 24.603 3.771
118.405 24.598 19.527
118.399 24.594 22.416
118.396 24.586 35.980
118.392 24.577 34.042
118.390 24.568 23.961
118.387 24.560 3.310
118.386 24.553 3.384
118.386 24.545 6.099
118.386 24.538 6.381
118.382 24.532 5.627
118.385 24.527 8.771
118.383 24.521 7.020
118.387 24.519 8.394
118.391 24.514 6.067
118.393 24.511 5.188
118.396 24.509 5.920
118.300 24.486 3.093
118.306 24.484 8.275
118.300 24.492 4.318
118.295 24.495 5.052
118.291 24.500 3.566
118.284 24.500 2.931
118.277 24.501 2.192
118.270 24.502 1.982
118.262 24.500 3.049
118.253 24.502 3.340
118.249 24.497 5.114
118.244 24.503 4.914
118.236 24.503 6.697
118.229 24.502 9.440
118.223 24.505 11.190
118.216 24.508 10.495
118.210 24.505 5.887
118.204 24.500 0.939
118.197 24.496 7.725
118.190 24.492 15.415
118.074 24.447 11.821
118.068 24.443 12.762
118.061 24.440 8.608
118.060 24.432 14.393
118.058 24.426 14.651
118.057 24.421 11.313
118.051 24.418 7.440
118.046 24.415 2.745
118.047 24.407 20.059
118.047 24.401 57.179
118.031 24.350 8.187
118.034 24.346 4.175
118.032 24.343 5.316
118.032 24.340 3.558
117.968 24.189 1.346
117.967 24.189 1.460
117.966 24.190 1.584
117.964 24.191 1.779
117.964 24.192 1.573
117.962 24.192 1.875
117.961 24.194 1.540
117.960 24.194 1.598
117.957 24.194 1.540
117.955 24.194 2.296
117.953 24.194 4.596
117.950 24.192 7.252
117.948 24.192 6.635
117.946 24.190 3.582
117.943 24.189 1.550
117.940 24.189 1.523
117.938 24.189 1.510
117.938 24.187 1.647
117.938 24.185 2.325
117.936 24.182 2.526
117.935 24.180 2.850
117.933 24.178 2.724
117.932 24.177 2.345
117.931 24.176 2.349
117.930 24.174 2.470
117.931 24.173 2.721
117.930 24.172 2.769
117.930 24.171 2.989
117.931 24.170 3.230
117.931 24.169 3.481
117.931 24.168 3.778
117.932 24.167 4.084
117.756 23.960 2.989
117.758 23.962 3.327
117.757 23.964 6.280
117.756 23.967 9.671
117.755 23.969 13.318
117.754 23.973 16.421
117.753 23.975 18.418
117.751 23.978 20.472
117.750 23.981 22.657
117.748 23.984 24.822
117.746 23.986 26.734
117.742 23.986 23.547
117.740 23.989 22.176
117.737 23.991 19.164
117.734 23.991 19.305
117.732 23.993 18.619
117.729 23.994 18.387
117.725 23.995 17.609
117.722 23.996 17.327
117.718 23.998 17.859
117.715 23.999 18.700
117.711 23.997 17.796
117.707 23.996 17.406
117.704 23.995 18.588
117.700 23.992 22.461
117.697 23.991 23.762
117.694 23.991 20.893
117.693 23.988 22.326
117.693 23.985 19.319
117.690 23.985 9.813
117.690 23.982 8.144
117.522 23.913 4.377
117.517 23.914 4.636
117.512 23.915 5.429
117.507 23.916 5.478
117.502 23.917 6.590
117.497 23.917 6.494
117.493 23.914 3.115
117.487 23.915 3.743
117.483 23.911 7.771
117.478 23.911 16.925
117.472 23.907 34.360
117.467 23.904 49.303
117.465 23.899 80.521
121.251 28.282 1.780
121.242 28.286 5.596
121.233 28.287 28.833
121.223 28.287 49.687
121.219 28.280 63.776
121.211 28.279 29.823
121.206 28.272 36.441
121.199 28.266 11.780
121.192 28.261 4.538
121.184 28.257 9.796
121.177 28.252 10.282
121.170 28.247 12.950
121.170 28.238 27.598
121.164 28.231 23.602
121.169 28.225 15.128
121.171 28.217 10.637
121.165 28.210 13.011
121.167 28.201 8.044
121.170 28.191 4.593
121.174 28.182 2.686
121.176 28.170 4.472
121.176 28.158 12.764
121.129 28.162 27.510
121.121 28.159 21.807
121.115 28.154 28.435
121.107 28.156 29.435
121.101 28.150 18.257
121.149 28.153 8.365
121.143 28.160 12.255
121.137 28.167 16.714
121.157 28.146 13.268
121.093 28.151 4.852
121.087 28.146 11.090
121.079 28.141 24.689
121.072 28.137 27.807
121.065 28.133 33.306
121.058 28.130 43.603
121.051 28.126 51.284
121.043 28.122 43.944
121.044 28.114 42.995
121.045 28.106 35.454
121.039 28.101 39.128
121.035 28.094 36.428
121.026 28.090 42.945
121.024 28.082 39.457
121.016 28.078 31.519
121.015 28.070 43.588
121.013 28.063 33.902
121.006 28.058 9.711
120.999 28.055 3.955
120.993 28.054 4.653
120.991 28.048 22.528
120.986 28.048 37.290
120.984 28.042 23.994
120.981 28.036 5.720
120.979 28.030 2.834
120.977 28.024 2.845
120.974 28.019 2.587
120.972 28.013 2.711
120.969 28.007 2.708
120.965 28.002 2.432
120.962 27.997 2.320
120.957 27.993 8.601
120.952 27.990 19.840
120.946 27.988 26.314
120.940 27.988 22.688
120.934 27.988 11.344
120.928 27.988 1.055
120.926 27.983 3.744
120.922 27.978 6.243
120.917 27.974 3.317
120.911 27.969 1.780
120.906 27.964 1.972
120.900 27.959 1.938
120.900 27.953 1.871
120.899 27.946 1.876
120.901 27.939 1.644
120.902 27.931 1.717
120.897 27.926 2.380
120.897 27.919 3.640
120.892 27.914 10.056
120.892 27.908 14.343
120.891 27.902 21.740
120.890 27.896 29.702
120.888 27.890 37.355
120.886 27.884 43.118
120.884 27.878 46.456
120.881 27.872 49.282
120.885 27.868 45.196
120.882 27.862 48.610
120.879 27.856 49.966
120.875 27.851 50.400
120.871 27.846 52.130
120.866 27.841 52.364
120.862 27.837 53.579
120.865 27.832 45.621
120.861 27.828 45.425
120.856 27.823 45.428
120.850 27.819 45.746
120.853 27.814 38.645
120.847 27.810 39.835
120.847 27.802 32.904
120.842 27.799 33.758
120.838 27.794 32.263
120.832 27.790 32.009
120.827 27.784 31.255
120.822 27.780 31.671
120.818 27.775 32.141
120.814 27.769 32.960
120.810 27.764 33.132
120.806 27.759 32.731
120.802 27.753 32.025
120.798 27.748 31.654
120.795 27.742 31.214
120.791 27.737 31.002
120.788 27.731 30.353
120.784 27.726 29.808
120.780 27.720 27.997
120.776 27.715 27.143
120.772 27.710 25.212
120.767 27.706 23.371
120.763 27.701 20.663
120.757 27.697 18.433
120.752 27.694 15.555
120.747 27.690 13.231
120.741 27.688 10.289
120.736 27.685 8.816
120.730 27.683 6.412
120.724 27.682 3.480
120.718 27.680 1.434
120.713 27.678 1.494
120.712 27.672 3.999
120.712 27.665 9.219
120.712 27.659 14.728
120.711 27.654 20.064
120.710 27.648 24.805
120.710 27.642 29.413
120.708 27.636 33.746
120.707 27.630 36.403
120.705 27.624 36.755
120.703 27.619 36.670
120.701 27.613 36.854
120.698 27.608 37.359
120.695 27.603 38.002
120.692 27.598 38.281
120.689 27.595 41.709
120.685 27.590 44.168
120.686 27.584 40.902
120.682 27.580 45.996
120.683 27.575 39.881
120.684 27.569 33.264
120.687 27.564 23.758
120.686 27.559 19.233
120.685 27.552 15.145
120.688 27.548 7.585
120.688 27.544 4.480
120.687 27.538 1.192
120.686 27.533 1.495
120.685 27.528 0.849
120.684 27.523 1.178
120.688 27.520 1.077
120.687 27.515 1.014
120.687 27.509 1.355
120.690 27.505 1.721
120.689 27.500 1.913
120.692 27.496 2.477
120.694 27.492 2.780
120.696 27.487 3.102
120.697 27.482 3.970
120.694 27.478 6.032
120.694 27.473 7.342
120.695 27.469 6.831
120.694 27.464 5.510
120.693 27.460 4.883
120.691 27.455 5.029
120.689 27.451 4.580
120.686 27.446 3.508
120.684 27.443 3.301
120.681 27.440 2.991
120.679 27.436 2.788
120.676 27.433 2.989
120.673 27.429 2.653
120.671 27.425 2.508
120.669 27.421 2.394
120.668 27.417 2.527
120.667 27.413 2.913
120.667 27.409 3.000
120.667 27.405 3.000
120.667 27.400 3.452
120.667 27.396 3.728
120.666 27.392 3.998
120.663 27.392 4.007
120.662 27.387 4.355
120.661 27.383 5.415
120.660 27.379 5.977
120.658 27.375 3.887
120.656 27.372 1.961
120.654 27.368 4.805
120.651 27.365 30.498
120.648 27.362 12.283
120.644 27.360 13.441
120.640 27.358 13.291
120.636 27.357 13.129
120.632 27.356 13.467
120.628 27.356 12.009
120.624 27.356 11.111
120.620 27.357 11.792
120.616 27.358 11.746
120.612 27.359 4.773
120.609 27.357 4.228
120.606 27.354 3.750
120.603 27.351 4.571
120.600 27.348 13.114
