XYZ (105953 points)
122.509 29.478 26.564
122.515 29.454 28.132
122.522 29.432 29.795
122.530 29.411 31.127
122.536 29.390 32.993
122.543 29.367 34.760
122.562 29.360 37.293
122.565 29.336 38.601
122.582 29.320 40.481
122.594 29.293 42.430
122.616 29.272 44.000
122.617 29.247 45.508
122.639 29.224 48.554
122.661 29.206 50.366
122.683 29.196 51.372
122.682 29.169 52.876
122.704 29.158 54.637
122.726 29.144 56.000
122.723 29.117 56.000
122.744 29.101 56.902
122.766 29.086 58.408
122.789 29.073 59.729
122.810 29.055 60.875
122.831 29.031 62.110
122.853 29.013 63.662
122.875 28.994 64.757
122.895 28.966 65.930
122.915 28.938 67.181
122.904 28.908 67.259
122.921 28.879 69.000
122.949 28.873 70.000
122.967 28.843 70.788
122.987 28.818 72.000
123.005 28.788 73.000
123.037 28.783 73.810
123.050 28.745 74.369
123.068 28.705 75.509
123.076 28.670 76.000
123.097 28.649 77.000
123.118 28.621 78.000
123.138 28.589 79.000
123.157 28.555 80.000
123.175 28.521 81.873
123.193 28.485 81.850
123.210 28.449 81.874
123.230 28.416 83.000
123.240 28.374 83.000
123.242 28.330 82.620
123.236 28.287 83.290
123.227 28.246 83.000
123.217 28.205 83.000
123.206 28.164 84.011
123.195 28.123 86.761
123.183 28.082 90.312
123.171 28.041 88.360
123.159 28.000 87.000
123.146 27.959 85.775
123.133 27.918 86.272
123.120 27.877 87.896
123.106 27.836 89.181
123.092 27.796 92.212
123.078 27.755 99.949
123.064 27.714 100.181
123.050 27.673 100.443
123.034 27.632 101.715
123.020 27.592 104.900
123.005 27.551 102.277
122.990 27.511 100.634
122.971 27.477 105.647
122.962 27.438 107.437
122.945 27.398 106.728
122.929 27.357 104.292
122.913 27.317 101.258
122.896 27.276 102.327
122.880 27.236 103.513
122.863 27.196 104.775
122.846 27.155 106.970
122.829 27.115 107.189
122.812 27.074 107.122
122.795 27.034 107.066
122.778 26.993 103.676
122.757 26.950 102.354
122.744 26.908 102.297
122.703 26.901 102.000
122.697 26.863 102.000
122.680 26.827 102.000
122.650 26.791 102.000
122.636 26.754 102.000
122.629 26.717 102.000
122.621 26.679 101.993
122.610 26.643 102.000
122.582 26.609 101.351
122.545 26.575 101.000
122.510 26.542 100.000
122.518 26.504 100.000
122.493 26.470 99.000
122.475 26.435 98.588
122.450 26.402 97.251
122.422 26.369 96.563
122.391 26.338 95.586
122.403 26.299 96.000
122.378 26.267 95.867
122.351 26.234 96.000
122.361 26.195 100.689
122.329 26.166 105.000
122.339 26.126 105.335
122.319 26.095 106.032
122.290 26.066 107.000
122.289 26.029 107.000
122.297 25.990 107.028
122.274 25.960 107.849
122.283 25.920 112.222
122.254 25.892 106.915
122.261 25.853 106.103
122.266 25.814 109.931
122.239 25.787 110.971
122.238 25.751 112.205
122.235 25.715 111.940
122.202 25.693 117.466
122.203 25.656 121.844
122.200 25.621 127.868
122.198 25.585 149.980
122.169 25.564 158.890
122.169 25.527 178.096
122.140 25.508 177.840
122.132 25.478 190.102
122.123 25.448 194.134
122.121 25.414 195.835
122.124 25.377 204.229
122.124 25.339 204.176
122.122 25.303 203.376
122.116 25.271 181.158
122.107 25.240 172.189
122.096 25.213 167.178
122.084 25.187 162.991
122.070 25.165 177.837
122.055 25.146 181.701
122.068 25.122 210.480
122.079 25.096 215.420
122.061 25.079 209.729
122.043 25.064 204.533
122.026 25.049 192.507
122.030 25.025 191.618
122.031 25.000 189.039
122.011 24.987 162.951
122.007 24.964 150.432
122.000 24.940 110.638
121.991 24.916 80.153
121.979 24.892 122.394
121.965 24.868 163.039
121.937 24.867 99.215
121.908 24.866 77.995
121.894 24.842 113.154
121.883 24.816 111.971
121.854 24.811 56.674
121.850 24.781 50.094
121.847 24.754 40.963
121.848 24.728 26.713
121.827 24.712 1.934
121.833 24.688 0.657
121.839 24.666 4.973
121.844 24.644 1.732
121.850 24.624 1.045
121.854 24.605 84.187
121.856 24.587 41.872
120.195 22.848 2.430
120.177 22.855 11.096
120.170 22.872 12.201
120.167 22.889 11.614
120.155 22.904 14.491
120.141 22.900 18.637
120.123 22.907 20.641
120.105 22.908 25.253
120.088 22.909 32.717
120.069 22.916 47.552
120.050 22.924 65.188
120.033 22.931 79.116
120.017 22.937 92.783
120.008 22.953 94.950
119.984 22.950 107.588
119.968 22.968 119.760
119.956 22.987 122.375
119.931 22.995 127.877
119.906 23.005 131.810
119.885 23.005 151.754
119.877 23.027 165.015
119.856 23.031 177.820
119.833 23.037 127.629
119.808 23.047 146.320
119.784 23.063 168.504
119.759 23.084 148.163
119.734 23.101 132.634
119.709 23.122 112.116
119.682 23.118 92.183
119.656 23.141 75.662
119.632 23.156 63.158
119.603 23.159 50.959
119.572 23.150 53.783
119.545 23.168 42.432
119.515 23.158 46.404
119.484 23.146 42.408
119.457 23.170 30.716
119.427 23.167 29.880
119.396 23.160 35.603
119.364 23.148 35.008
119.338 23.171 44.116
119.306 23.164 46.276
119.273 23.148 45.075
119.239 23.124 18.004
119.204 23.103 14.075
119.170 23.085 27.214
119.142 23.103 24.017
119.108 23.087 33.886
119.074 23.070 15.360
119.040 23.058 32.758
119.005 23.043 32.549
118.970 23.028 34.320
118.936 23.018 35.125
118.899 23.001 29.099
118.861 22.980 30.560
118.822 22.961 30.885
118.784 22.946 28.507
118.749 22.941 22.633
118.714 22.936 18.275
118.675 22.924 18.000
118.635 22.910 20.000
118.595 22.895 24.599
118.556 22.884 23.203
118.517 22.873 25.668
118.478 22.865 22.163
118.443 22.870 15.912
118.423 22.847 14.281
118.392 22.838 13.974
118.359 22.826 16.368
118.326 22.814 22.649
118.289 22.803 18.188
118.254 22.788 30.664
118.221 22.776 27.573
118.188 22.764 24.858
118.187 22.731 26.974
118.154 22.719 31.275
118.121 22.707 39.658
118.088 22.694 29.838
118.055 22.682 28.665
118.022 22.669 19.584
117.989 22.657 16.027
117.956 22.644 68.314
117.924 22.631 69.234
117.891 22.618 24.330
117.858 22.606 14.167
117.826 22.593 29.321
117.796 22.585 22.772
117.767 22.570 22.037
117.734 22.557 26.000
117.700 22.541 34.818
117.664 22.539 35.555
117.630 22.525 50.502
117.593 22.506 37.060
117.563 22.515 24.091
117.532 22.499 36.163
117.502 22.492 32.631
117.471 22.480 37.214
117.439 22.468 35.223
117.433 22.433 18.301
117.400 22.422 37.125
117.363 22.403 35.835
117.326 22.388 41.397
117.292 22.383 41.419
117.268 22.405 40.161
117.235 22.403 39.801
117.205 22.408 37.634
117.172 22.408 38.453
117.156 22.377 42.192
117.122 22.371 46.274
117.096 22.387 43.689
117.073 22.357 37.214
117.043 22.367 47.658
117.026 22.338 41.917
117.005 22.361 44.347
116.978 22.334 44.947
116.947 22.345 49.120
116.915 22.354 47.186
116.889 22.331 46.060
116.862 22.309 42.755
116.834 22.288 45.790
116.798 22.296 43.604
116.767 22.283 43.861
116.733 22.262 48.848
116.697 22.248 48.674
116.680 22.274 46.690
116.647 22.261 48.935
116.614 22.250 52.157
116.582 22.244 49.457
116.553 22.227 50.103
116.522 22.211 53.765
116.492 22.231 53.799
116.462 22.212 52.390
116.432 22.230 50.933
116.401 22.212 55.852
116.369 22.195 58.175
116.336 22.180 58.856
116.303 22.164 65.168
116.269 22.147 67.093
116.237 22.130 71.045
116.209 22.151 62.750
116.176 22.133 65.298
116.143 22.115 64.241
116.109 22.099 69.996
116.074 22.084 78.714
116.038 22.069 80.965
116.003 22.053 81.626
115.970 22.042 82.371
115.942 22.018 84.206
115.908 21.997 87.038
115.873 21.975 87.042
115.835 21.951 89.764
115.793 21.934 86.378
115.774 21.887 94.941
115.733 21.873 99.208
115.721 21.831 104.992
115.678 21.820 102.595
115.676 21.781 99.479
115.631 21.773 102.228
115.623 21.732 105.458
115.604 21.690 105.393
115.556 21.686 105.702
115.523 21.644 111.438
115.491 21.606 110.403
115.442 21.586 106.000
115.387 21.598 106.284
115.343 21.582 105.698
115.339 21.552 105.510
115.300 21.525 103.032
115.253 21.493 103.040
115.213 21.458 106.964
115.164 21.473 103.990
115.128 21.435 100.354
115.084 21.456 95.849
115.040 21.463 96.208
114.992 21.479 92.092
114.964 21.442 90.000
114.916 21.454 87.821
114.872 21.427 94.801
114.826 21.445 81.197
114.774 21.463 79.021
114.724 21.482 76.740
114.690 21.450 76.476
114.642 21.422 83.319
114.595 21.442 75.316
114.547 21.462 70.872
114.499 21.485 74.376
114.455 21.461 73.049
114.415 21.476 74.604
114.378 21.451 80.400
114.345 21.418 78.625
114.301 21.441 74.524
114.262 21.413 65.729
114.212 21.390 64.933
114.174 21.359 71.647
114.130 21.388 63.633
114.087 21.416 64.063
114.044 21.442 60.476
114.004 21.417 60.880
113.950 21.399 56.214
113.890 21.386 52.305
113.833 21.370 48.405
113.787 21.345 58.458
113.738 21.323 57.709
113.685 21.302 47.945
113.642 21.340 48.578
113.593 21.317 47.470
113.538 21.298 48.600
113.480 21.282 46.084
113.423 21.265 55.809
113.363 21.251 45.428
113.322 21.297 45.103
113.258 21.288 42.095
113.197 21.276 46.838
113.133 21.269 40.317
113.075 21.252 42.186
113.014 21.238 48.625
112.944 21.240 41.706
112.865 21.256 42.271
112.790 21.271 46.169
112.713 21.291 43.801
112.638 21.309 39.225
112.561 21.341 39.140
120.369 30.320 6.958
120.356 30.298 7.089
120.381 30.267 1.817
122.112 29.792 10.054
122.122 29.789 36.162
122.130 29.794 6.309
122.139 29.786 6.332
122.150 29.790 8.559
122.160 29.797 6.823
122.168 29.806 18.652
122.177 29.816 9.315
122.188 29.827 10.754
122.196 29.841 9.000
122.201 29.855 9.000
122.208 29.869 8.519
122.016 29.809 6.999
122.032 29.797 2.971
122.048 29.788 8.658
122.057 29.778 8.540
122.069 29.777 6.875
122.080 29.774 36.900
122.090 29.780 5.518
122.100 29.784 3.217
122.109 29.785 13.924
122.000 29.820 3.388
122.221 29.879 9.000
122.217 29.894 8.518
122.227 29.904 8.121
122.224 29.918 8.821
122.218 29.972 2.398
122.231 29.891 8.955
122.236 29.879 9.000
122.234 29.866 9.309
122.248 29.862 3.626
122.255 29.851 6.767
122.269 29.850 4.024
122.283 29.849 8.271
122.293 29.840 16.788
122.302 29.830 19.418
122.316 29.830 8.960
122.324 29.837 20.907
122.331 29.847 6.770
122.342 29.847 8.284
122.348 29.855 9.286
122.354 29.862 9.028
122.362 29.861 7.889
122.368 29.868 6.636
122.374 29.870 13.845
122.389 29.845 239.129
122.383 29.842 75.157
122.383 29.835 22.013
122.376 29.830 11.671
122.372 29.824 12.496
122.372 29.816 5.420
122.373 29.805 4.844
122.371 29.796 11.804
122.364 29.788 4.310
122.360 29.777 5.315
122.363 29.766 8.050
122.369 29.752 10.215
122.375 29.739 10.927
122.370 29.726 10.911
122.362 29.713 10.973
122.370 29.699 11.801
122.382 29.684 12.174
122.397 29.670 13.130
122.412 29.658 14.591
122.409 29.646 15.146
122.413 29.634 15.704
122.426 29.624 16.114
122.439 29.608 17.370
122.449 29.588 18.414
122.457 29.567 19.834
122.465 29.543 21.065
122.472 29.520 22.351
122.480 29.500 23.358
122.490 29.482 25.057
122.497 29.460 26.463
122.501 29.436 27.688
122.508 29.415 29.222
122.515 29.394 31.245
122.521 29.373 33.182
122.527 29.351 34.451
122.546 29.342 36.389
122.553 29.316 37.956
122.571 29.300 40.740
122.573 29.278 42.064
122.595 29.267 43.897
122.596 29.242 45.129
122.618 29.221 47.704
122.639 29.198 49.960
122.660 29.180 51.362
122.658 29.154 52.233
122.679 29.143 54.000
122.701 29.131 55.000
122.697 29.104 55.000
122.718 29.090 55.959
122.739 29.073 57.189
122.760 29.058 58.700
122.782 29.044 60.000
122.804 29.026 61.000
122.823 29.002 62.211
122.845 28.984 63.803
122.866 28.965 64.933
122.885 28.936 66.000
122.874 28.907 66.000
122.891 28.879 67.472
122.908 28.849 68.488
122.936 28.843 69.855
122.953 28.813 71.000
122.973 28.787 72.000
122.990 28.757 73.000
123.020 28.752 74.000
123.034 28.713 74.599
123.045 28.673 75.747
123.058 28.635 76.436
123.079 28.603 77.560
123.105 28.577 79.022
123.124 28.546 80.507
123.141 28.511 80.084
123.159 28.476 80.283
123.176 28.439 80.950
123.195 28.400 81.944
123.202 28.355 81.500
123.207 28.318 82.075
123.196 28.281 82.150
123.188 28.241 82.000
123.177 28.201 83.141
123.167 28.160 84.267
123.155 28.120 87.560
123.144 28.080 87.379
123.132 28.039 88.670
123.120 27.999 86.672
123.107 27.959 83.360
123.094 27.919 84.812
123.081 27.879 86.905
123.068 27.839 88.531
123.054 27.799 93.668
123.040 27.758 96.974
123.026 27.718 97.375
123.012 27.678 99.105
122.993 27.635 103.758
122.979 27.591 103.162
122.964 27.550 100.268
122.948 27.511 101.602
122.933 27.470 100.925
122.918 27.431 103.515
122.902 27.391 106.000
122.886 27.351 105.253
122.870 27.311 101.000
122.853 27.271 101.921
122.837 27.232 103.000
122.820 27.192 104.586
122.804 27.152 106.537
122.787 27.112 105.390
122.770 27.073 102.472
122.754 27.033 102.014
122.739 26.994 101.147
122.720 26.965 101.293
122.711 26.936 101.000
122.667 26.938 101.720
122.661 26.902 101.000
122.654 26.865 102.000
122.637 26.828 101.971
122.603 26.796 101.000
122.593 26.757 101.000
122.587 26.720 101.000
122.578 26.684 101.000
122.566 26.648 101.000
122.539 26.613 101.625
122.503 26.580 100.000
122.468 26.547 98.000
122.476 26.509 98.315
122.451 26.476 97.301
122.433 26.441 96.593
122.408 26.408 95.507
122.381 26.376 95.000
122.350 26.345 94.777
122.362 26.307 95.000
122.336 26.275 94.000
122.312 26.244 93.855
122.320 26.206 98.619
122.290 26.176 104.690
122.299 26.137 105.000
122.279 26.106 105.000
122.251 26.076 107.000
122.250 26.040 106.586
122.257 26.001 106.699
122.235 25.972 106.000
122.244 25.932 110.327
122.216 25.905 104.226
122.223 25.866 107.218
122.228 25.828 110.438
122.201 25.801 111.091
122.201 25.765 113.846
122.198 25.730 115.835
122.166 25.707 118.701
122.167 25.671 121.000
122.165 25.637 116.842
122.164 25.602 141.274
122.135 25.580 132.579
122.137 25.545 154.060
122.113 25.526 146.880
122.099 25.498 169.625
122.093 25.466 190.127
122.092 25.433 196.999
122.096 25.396 197.506
122.098 25.360 198.000
122.098 25.325 198.685
122.093 25.293 191.669
122.086 25.263 172.631
122.076 25.236 163.141
122.066 25.211 162.332
122.053 25.188 170.529
122.039 25.168 189.978
122.026 25.150 204.535
122.040 25.127 213.193
122.052 25.104 221.757
122.035 25.088 202.348
122.020 25.072 194.260
122.005 25.055 185.934
122.010 25.033 181.219
122.012 25.010 167.933
121.994 25.001 78.791
121.991 24.979 75.866
121.985 24.957 78.472
121.976 24.935 51.483
121.965 24.913 59.236
121.951 24.890 83.182
121.922 24.889 67.904
121.893 24.889 32.838
121.878 24.865 46.344
121.865 24.840 62.022
121.839 24.844 9.074
121.831 24.817 9.577
121.825 24.790 9.580
121.824 24.763 7.530
121.825 24.737 4.399
120.189 22.863 4.140
120.184 22.877 3.873
120.179 22.893 2.121
120.173 22.911 2.179
120.153 22.924 14.230
120.138 22.918 17.084
120.119 22.926 19.909
120.102 22.928 23.960
120.085 22.930 29.806
120.068 22.936 43.784
120.051 22.945 59.222
120.032 22.952 75.616
120.020 22.967 80.224
120.004 22.979 104.992
119.991 22.967 101.236
119.980 22.984 117.590
119.969 23.002 104.153
119.947 23.008 119.489
119.923 23.018 128.549
119.898 23.031 152.103
119.876 23.051 178.981
119.854 23.058 167.834
119.831 23.064 135.815
119.808 23.075 154.783
119.784 23.092 149.422
119.761 23.114 128.077
119.736 23.132 130.748
119.711 23.153 92.647
119.684 23.149 80.431
119.658 23.173 67.257
119.630 23.185 58.604
119.603 23.195 47.242
119.575 23.183 57.011
119.548 23.201 41.083
119.518 23.191 41.695
119.488 23.180 39.645
119.461 23.204 27.188
119.432 23.200 20.048
119.401 23.194 25.907
119.370 23.182 42.664
119.343 23.205 42.291
119.312 23.198 48.508
119.279 23.183 47.271
119.244 23.158 55.703
119.210 23.137 32.620
119.176 23.120 23.690
119.149 23.137 24.446
119.115 23.122 26.366
119.080 23.105 29.369
119.047 23.093 24.967
119.012 23.078 30.610
118.978 23.063 26.190
118.944 23.052 27.713
118.908 23.035 34.656
118.871 23.015 32.752
118.833 22.995 34.000
118.796 22.980 33.995
118.761 22.975 29.459
118.726 22.969 21.187
118.688 22.957 16.318
118.649 22.943 15.586
118.609 22.927 20.830
118.570 22.916 25.119
118.532 22.905 19.546
118.494 22.896 20.873
118.461 22.899 12.091
118.429 22.904 13.266
118.405 22.877 16.899
118.370 22.862 15.780
118.337 22.850 16.446
118.305 22.839 19.193
118.275 22.832 21.051
118.248 22.818 28.574
118.216 22.807 25.714
118.184 22.795 18.000
118.152 22.783 27.057
118.156 22.752 28.904
118.123 22.740 22.941
118.091 22.728 21.323
118.059 22.716 21.310
118.026 22.703 19.461
117.994 22.691 15.467
117.962 22.679 38.366
117.930 22.666 24.454
117.898 22.654 11.528
117.866 22.641 18.570
117.834 22.629 21.957
117.802 22.617 23.750
117.770 22.604 21.729
117.738 22.591 25.382
117.706 22.579 25.571
117.676 22.571 31.664
117.644 22.564 45.050
117.616 22.561 41.721
117.592 22.540 26.873
117.563 22.550 18.924
117.537 22.530 34.554
117.506 22.530 31.832
117.474 22.514 25.589
117.444 22.502 41.718
117.413 22.491 38.730
117.407 22.457 34.288
117.372 22.438 15.631
117.337 22.422 19.279
117.304 22.416 26.293
117.280 22.438 31.066
117.248 22.436 18.987
117.218 22.440 20.680
117.186 22.439 31.183
117.150 22.430 35.651
117.134 22.400 36.778
117.113 22.421 43.970
117.081 22.422 45.582
117.063 22.394 51.863
117.026 22.393 49.717
116.993 22.396 41.346
116.971 22.370 49.282
116.939 22.379 44.394
116.901 22.381 45.447
116.876 22.359 50.736
116.850 22.337 45.719
116.822 22.317 44.624
116.779 22.321 46.009
116.745 22.303 45.062
116.713 22.288 44.807
116.687 22.309 46.288
116.655 22.296 46.400
116.622 22.284 46.902
116.589 22.274 48.320
116.555 22.263 49.245
116.523 22.248 49.605
116.492 22.266 48.975
116.462 22.248 51.417
116.433 22.265 48.857
116.402 22.247 51.717
116.371 22.231 53.191
116.339 22.215 51.277
116.307 22.200 55.510
116.274 22.185 59.780
116.241 22.169 60.862
116.213 22.189 54.549
116.182 22.172 62.423
116.149 22.154 66.365
116.116 22.138 62.908
116.082 22.122 73.109
116.048 22.108 71.677
116.012 22.094 76.904
115.973 22.080 76.881
115.936 22.057 78.726
115.904 22.035 82.458
115.870 22.013 80.812
115.836 21.993 81.886
115.800 21.975 87.447
115.762 21.959 86.032
115.753 21.918 91.133
115.713 21.904 88.374
115.692 21.861 89.649
115.649 21.852 79.970
115.634 21.812 98.348
115.586 21.803 100.000
115.591 21.763 101.348
115.576 21.727 104.154
115.530 21.725 99.054
115.509 21.684 101.280
115.470 21.641 98.838
115.424 21.626 103.990
115.385 21.649 103.833
115.344 21.624 104.574
115.301 21.603 102.028
115.296 21.566 104.818
115.252 21.538 103.673
115.204 21.508 108.098
115.155 21.523 105.901
115.115 21.487 94.500
115.065 21.507 93.126
115.021 21.512 91.638
114.989 21.533 90.288
114.945 21.496 84.351
114.876 21.482 88.745
114.815 21.490 75.759
114.762 21.510 80.525
114.714 21.531 75.536
114.674 21.503 74.118
114.644 21.465 84.943
114.596 21.482 76.875
114.548 21.502 76.605
114.496 21.525 69.111
114.448 21.510 74.500
114.389 21.501 72.143
114.337 21.479 77.856
114.290 21.490 68.510
114.258 21.465 61.271
114.218 21.439 64.786
114.168 21.417 67.334
114.123 21.449 58.591
114.077 21.474 53.934
114.040 21.494 56.068
114.004 21.472 54.920
113.963 21.446 53.970
113.908 21.430 50.749
113.848 21.418 47.572
113.790 21.404 57.944
113.745 21.381 49.559
113.695 21.359 47.831
113.654 21.396 44.969
113.601 21.378 44.817
113.551 21.356 43.082
113.496 21.340 43.783
113.439 21.325 52.956
113.382 21.309 48.359
113.342 21.353 44.758
113.283 21.342 44.426
113.219 21.336 35.596
113.159 21.325 43.410
113.095 21.319 42.107
113.038 21.304 43.776
112.978 21.293 40.930
112.909 21.296 44.327
112.833 21.320 46.019
112.759 21.329 41.165
112.683 21.350 37.252
112.620 21.366 28.153
112.590 21.415 28.849
112.535 21.401 26.514
120.358 30.256 2.333
120.334 30.286 6.288
122.117 29.784 48.861
122.124 29.779 59.879
122.131 29.783 9.602
122.138 29.775 7.613
122.148 29.778 8.569
122.159 29.781 9.263
122.169 29.786 8.666
122.176 29.794 4.681
122.184 29.803 10.667
122.192 29.814 21.121
122.202 29.825 8.232
122.208 29.838 9.000
122.214 29.852 7.989
122.220 29.864 8.988
121.999 29.801 1.129
122.015 29.790 1.170
122.025 29.779 4.847
122.037 29.783 7.081
122.047 29.770 8.415
122.060 29.766 7.986
122.072 29.765 23.452
121.982 29.811 5.581
122.227 29.850 13.119
122.241 29.851 5.378
122.249 29.839 27.465
122.263 29.839 3.993
122.277 29.836 21.817
122.289 29.829 65.018
122.296 29.818 28.092
122.310 29.819 3.030
122.322 29.819 1.775
122.331 29.825 3.241
122.337 29.836 6.142
122.347 29.837 6.468
122.352 29.846 6.458
122.357 29.853 9.471
122.366 29.853 13.892
122.369 29.860 36.261
122.376 29.863 77.556
122.383 29.850 168.120
122.377 29.847 82.861
122.376 29.839 16.786
122.368 29.837 28.215
122.365 29.830 9.099
122.362 29.821 4.532
122.362 29.811 4.366
122.361 29.800 3.722
122.351 29.794 7.721
122.349 29.783 6.286
122.350 29.770 8.609
122.354 29.756 9.896
122.361 29.741 10.452
122.355 29.730 10.000
122.348 29.722 10.557
122.345 29.713 10.467
122.350 29.698 11.000
122.362 29.686 11.297
122.372 29.673 12.099
122.385 29.664 13.079
122.398 29.654 14.043
122.397 29.636 15.000
122.408 29.620 15.613
122.420 29.606 16.881
122.431 29.590 17.731
122.441 29.570 18.872
122.449 29.549 19.823
122.455 29.525 21.077
122.461 29.502 22.022
122.468 29.482 23.520
122.477 29.465 24.829
122.483 29.443 25.950
122.487 29.420 27.281
122.493 29.399 29.454
122.499 29.378 31.712
122.505 29.357 32.963
122.509 29.335 34.243
122.530 29.326 35.647
122.531 29.303 36.727
122.551 29.291 39.364
122.553 29.267 40.557
122.575 29.254 43.235
122.575 29.230 44.262
122.596 29.217 46.894
122.617 29.196 48.891
122.638 29.172 50.915
122.635 29.147 51.682
122.655 29.128 53.000
122.676 29.116 54.000
122.671 29.090 53.828
122.692 29.078 55.347
122.712 29.063 56.719
122.733 29.046 57.714
122.754 29.030 59.000
122.775 29.016 60.257
122.796 28.998 61.684
122.815 28.974 62.631
122.835 28.955 63.874
122.856 28.935 65.000
122.845 28.907 64.956
122.862 28.878 66.083
122.878 28.849 67.369
122.894 28.820 68.462
122.922 28.814 69.967
122.938 28.783 71.000
122.956 28.757 72.000
122.972 28.727 73.000
123.003 28.721 73.452
123.015 28.683 74.879
123.025 28.642 75.659
123.037 28.605 77.000
123.049 28.576 77.892
123.071 28.558 78.325
123.090 28.536 78.149
123.108 28.505 78.212
123.124 28.470 79.000
123.140 28.435 79.140
123.154 28.398 79.000
123.167 28.364 80.000
123.167 28.323 80.560
123.159 28.279 80.547
123.150 28.239 81.960
123.140 28.199 83.000
123.129 28.159 85.842
123.118 28.120 87.000
123.106 28.080 89.230
123.094 28.041 88.669
123.082 28.001 83.301
123.070 27.962 82.089
123.057 27.923 85.322
123.044 27.883 87.073
123.031 27.844 88.614
123.017 27.805 91.554
123.004 27.765 92.803
122.990 27.726 94.820
122.976 27.687 98.849
122.959 27.655 104.308
122.950 27.617 102.808
122.935 27.578 100.938
122.920 27.539 99.938
122.905 27.500 96.147
122.890 27.461 100.303
122.874 27.422 105.930
122.859 27.383 106.277
122.843 27.344 102.363
122.827 27.304 100.017
122.806 27.262 101.113
122.791 27.219 101.655
122.775 27.179 101.229
122.758 27.140 102.448
122.741 27.101 100.092
122.726 27.063 100.000
122.712 27.024 101.000
122.703 26.990 101.000
122.681 26.968 101.014
122.642 26.976 101.000
122.626 26.939 101.000
122.618 26.903 101.000
122.612 26.867 101.000
122.599 26.834 101.000
122.562 26.830 100.455
122.558 26.795 101.098
122.551 26.759 101.000
122.544 26.723 101.000
122.536 26.687 101.000
122.524 26.651 102.210
122.497 26.617 100.000
122.461 26.584 97.903
122.426 26.551 96.000
122.434 26.514 96.628
122.409 26.481 95.632
122.392 26.447 95.000
122.367 26.415 94.295
122.340 26.383 94.000
122.310 26.353 93.000
122.321 26.314 93.516
122.297 26.283 93.000
122.274 26.253 94.000
122.279 26.215 97.705
122.250 26.186 104.837
122.255 26.146 105.444
122.243 26.111 106.278
122.212 26.088 104.062
122.211 26.052 103.102
122.218 26.013 104.295
122.197 25.984 103.710
122.206 25.944 105.484
122.178 25.917 104.267
122.185 25.879 108.404
122.191 25.841 115.210
122.164 25.814 112.858
122.164 25.779 114.032
122.162 25.744 117.181
122.130 25.720 119.484
122.132 25.685 121.000
122.130 25.651 123.741
122.130 25.617 120.090
122.101 25.595 62.019
122.104 25.561 123.802
122.082 25.536 142.115
122.063 25.512 174.018
122.062 25.481 194.982
122.062 25.449 197.930
122.067 25.414 199.000
122.070 25.379 199.000
122.072 25.345 199.000
122.068 25.314 198.147
122.063 25.284 182.868
122.055 25.258 166.448
122.046 25.232 152.148
122.034 25.209 153.738
122.022 25.189 160.956
122.009 25.170 184.357
121.997 25.152 220.818
122.012 25.133 203.953
122.025 25.111 205.765
122.011 25.094 195.989
121.998 25.076 150.064
121.985 25.063 60.430
121.990 25.043 77.551
121.994 25.022 67.260
121.978 25.013 198.303
121.977 24.994 175.069
121.971 24.974 24.158
121.963 24.953 50.885
121.951 24.932 39.470
121.937 24.911 44.064
121.909 24.911 32.115
121.884 24.919 42.901
121.866 24.895 10.207
121.851 24.870 10.362
120.168 22.929 2.245
120.149 22.943 14.515
120.134 22.937 17.206
120.115 22.947 16.868
120.099 22.945 19.176
120.084 22.950 22.802
120.068 22.956 42.398
120.051 22.963 42.842
120.035 22.973 52.071
120.021 22.987 76.475
120.008 23.001 81.450
119.991 22.998 92.460
119.981 23.016 93.302
119.961 23.022 107.187
119.940 23.029 117.254
119.918 23.041 126.973
119.897 23.058 163.356
119.875 23.076 169.715
119.854 23.085 171.192
119.832 23.092 147.936
119.809 23.103 156.162
119.786 23.121 162.210
119.762 23.143 143.082
119.737 23.162 124.220
119.711 23.184 86.127
119.685 23.180 68.537
119.659 23.204 36.628
119.632 23.217 48.678
119.606 23.227 46.685
119.577 23.216 51.683
119.551 23.234 28.934
119.521 23.224 31.339
119.491 23.213 36.449
119.466 23.237 37.364
119.436 23.234 19.525
119.406 23.227 26.631
119.375 23.216 39.318
119.349 23.238 36.695
119.318 23.232 42.380
119.284 23.219 53.505
119.251 23.192 65.003
119.217 23.172 64.434
119.183 23.154 47.626
119.156 23.171 42.123
119.122 23.156 26.128
119.088 23.139 29.529
119.054 23.127 30.000
119.020 23.112 32.011
118.986 23.098 26.477
118.952 23.087 11.366
118.916 23.069 27.054
118.880 23.049 23.227
118.843 23.029 32.527
118.806 23.014 35.728
118.772 23.008 33.197
118.738 23.002 22.074
118.701 22.990 12.342
118.662 22.975 16.302
118.623 22.960 10.605
118.585 22.948 39.971
118.546 22.936 8.118
118.509 22.927 17.103
118.477 22.929 11.642
118.446 22.934 19.778
118.417 22.942 52.036
118.398 22.915 36.042
118.372 22.896 12.117
118.341 22.883 17.495
118.309 22.872 15.117
118.277 22.861 17.989
118.245 22.849 28.987
118.215 22.838 29.074
118.183 22.826 27.956
118.152 22.815 27.929
118.121 22.803 19.394
118.121 22.771 28.911
118.089 22.759 30.370
118.057 22.747 14.642
118.026 22.735 11.057
117.994 22.723 16.824
117.963 22.711 70.973
117.931 22.699 62.931
117.900 22.687 15.620
117.869 22.674 12.153
